class,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
1,2015-11-03T06:31:03.60Z,45.9955524,10.9051403,1435.015,0.19,-0.11,0.19,3.068,4.322,0.83,3,8
1,2015-11-03T06:31:03.80Z,45.9955512,10.9051404,1435.131,0.07,-0.07,0.20,3.077,4.338,0.81,3,8
1,2015-11-03T06:31:04.00Z,45.9955498,10.9051409,1435.258,0.03,-0.06,0.21,3.081,4.365,0.79,3,8
1,2015-11-03T06:31:04.20Z,45.9955488,10.9051413,1435.415,0.07,-0.08,0.21,3.083,4.379,0.80,3,8
1,2015-11-03T06:31:04.40Z,45.9955475,10.9051423,1435.640,0.07,-0.08,0.18,3.081,4.387,0.82,3,8
1,2015-11-03T06:31:05.00Z,45.9955453,10.9051427,1435.897,0.03,-0.02,0.18,3.127,4.476,0.76,3,8
1,2015-11-03T06:31:05.20Z,45.9955440,10.9051430,1436.048,0.03,-0.01,0.19,3.129,4.484,0.75,3,8
1,2015-11-03T06:31:05.40Z,45.9955426,10.9051443,1436.360,0.17,0.09,0.14,3.130,4.491,0.83,3,8
1,2015-11-03T06:31:05.60Z,45.9955416,10.9051442,1436.461,0.03,0.03,0.16,3.132,4.498,0.72,3,8
1,2015-11-03T06:31:05.80Z,45.9955401,10.9051439,1436.592,0.03,0.04,0.18,3.138,4.511,0.72,3,8
1,2015-11-03T06:31:06.00Z,45.9955393,10.9051431,1436.648,0.07,-0.01,0.16,3.150,4.531,0.77,3,8
1,2015-11-03T06:31:06.20Z,45.9955383,10.9051435,1436.810,-0.03,-0.02,0.13,3.165,4.568,0.74,3,8
1,2015-11-03T06:31:06.40Z,45.9955381,10.9051432,1436.813,0.18,-0.10,0.17,3.186,4.610,0.84,3,8
1,2015-11-03T06:31:06.60Z,45.9955375,10.9051441,1436.991,0.02,-0.05,0.12,3.195,4.636,0.83,3,8
1,2015-11-03T06:31:06.80Z,45.9955372,10.9051456,1437.278,0.03,0.03,0.05,3.203,4.653,0.80,3,8
1,2015-11-03T06:31:07.00Z,45.9955371,10.9051465,1437.470,0.00,0.01,0.05,3.200,4.660,0.73,3,8
1,2015-11-03T06:31:07.20Z,45.9955371,10.9051478,1437.738,0.13,0.03,0.03,3.190,4.665,0.83,3,8
1,2015-11-03T06:31:07.40Z,45.9955371,10.9051484,1437.933,0.10,0.04,0.00,3.208,4.692,0.91,3,8
1,2015-11-03T06:31:07.60Z,45.9955368,10.9051492,1438.165,0.13,-0.01,-0.01,3.225,4.722,0.88,3,8
1,2015-11-03T06:31:07.80Z,45.9955363,10.9051497,1438.360,-0.02,-0.09,-0.01,3.247,4.751,0.90,3,8
1,2015-11-03T06:31:08.00Z,45.9955366,10.9051508,1438.468,0.05,0.00,0.04,3.257,4.765,0.89,3,8
1,2015-11-03T06:31:08.20Z,45.9955370,10.9051509,1438.472,0.17,0.02,0.06,3.282,4.795,0.95,3,8
1,2015-11-03T06:31:08.40Z,45.9955367,10.9051518,1438.593,0.06,0.00,0.03,3.308,4.827,0.96,3,8
1,2015-11-03T06:31:08.60Z,45.9955365,10.9051529,1438.650,0.00,0.11,0.06,3.334,4.856,0.80,3,8
1,2015-11-03T06:31:08.80Z,45.9955366,10.9051547,1438.760,0.09,0.06,0.06,3.350,4.873,0.86,3,8
1,2015-11-03T06:31:09.00Z,45.9955369,10.9051544,1438.681,0.21,-0.05,0.11,3.380,4.908,1.00,3,8
1,2015-11-03T06:31:09.20Z,45.9955370,10.9051550,1438.712,0.09,-0.10,0.10,3.405,4.934,0.99,3,8
1,2015-11-03T06:31:09.40Z,45.9955371,10.9051559,1438.698,0.05,0.02,0.13,3.426,4.953,0.79,3,8
1,2015-11-03T06:31:09.60Z,45.9955368,10.9051567,1438.681,-0.01,-0.04,0.18,3.442,4.975,0.78,3,8
1,2015-11-03T06:31:09.80Z,45.9955368,10.9051578,1438.744,0.06,0.00,0.16,3.457,4.998,0.81,3,8
1,2015-11-03T06:31:10.00Z,45.9955366,10.9051601,1438.912,0.02,0.02,0.15,3.463,5.012,0.73,3,8
1,2015-11-03T06:31:10.20Z,45.9955365,10.9051615,1439.081,0.07,-0.07,0.12,3.478,5.033,0.93,3,8
1,2015-11-03T06:31:10.40Z,45.9955352,10.9051628,1439.295,-0.10,-0.16,0.10,3.494,5.060,0.91,3,8
1,2015-11-03T06:31:11.00Z,45.9955352,10.9051645,1439.263,0.01,-0.02,0.11,3.591,5.186,0.81,3,8
1,2015-11-03T06:31:11.20Z,45.9955349,10.9051659,1439.359,0.10,0.03,0.08,3.611,5.222,0.90,3,8
1,2015-11-03T06:31:11.40Z,45.9955342,10.9051671,1439.537,-0.01,0.01,0.04,3.638,5.257,0.70,3,8
1,2015-11-03T06:31:11.60Z,45.9955340,10.9051677,1439.577,-0.04,-0.01,0.04,3.665,5.292,0.81,3,8
1,2015-11-03T06:31:11.80Z,45.9955339,10.9051685,1439.609,-0.03,0.04,0.03,3.691,5.323,0.84,3,8
1,2015-11-03T06:31:12.00Z,45.9955347,10.9051689,1439.455,0.02,0.06,0.08,3.699,5.325,0.77,3,8
1,2015-11-03T06:31:12.20Z,45.9955358,10.9051690,1439.277,0.11,-0.03,0.08,3.702,5.318,0.97,3,8
1,2015-11-03T06:31:12.40Z,45.9955366,10.9051694,1439.116,0.08,0.04,0.10,3.705,5.310,0.85,3,8
1,2015-11-03T06:31:12.60Z,45.9955371,10.9051685,1438.863,-0.05,0.10,0.17,3.713,5.304,0.72,3,8
1,2015-11-03T06:31:12.80Z,45.9955373,10.9051684,1438.907,0.02,-0.06,0.16,3.718,5.285,0.87,3,8
1,2015-11-03T06:31:13.00Z,45.9955402,10.9051686,1438.541,0.19,-0.02,0.26,3.681,5.188,0.90,3,8
1,2015-11-03T06:31:13.20Z,45.9955426,10.9051667,1437.972,0.29,0.07,0.38,3.664,5.125,0.87,3,8
1,2015-11-03T06:31:13.40Z,45.9955435,10.9051663,1437.788,0.18,-0.19,0.33,3.654,5.100,0.97,3,8
1,2015-11-03T06:31:13.60Z,45.9955426,10.9051654,1437.896,0.26,-0.15,0.31,3.654,5.103,0.96,3,8
1,2015-11-03T06:31:13.80Z,45.9955429,10.9051639,1437.900,0.33,-0.40,0.29,3.685,5.131,1.15,3,8
1,2015-11-03T06:31:14.00Z,45.9955437,10.9051630,1437.902,0.52,-0.39,0.28,3.752,5.193,1.28,3,8
1,2015-11-03T06:31:14.20Z,45.9955448,10.9051616,1437.861,0.57,-0.48,0.27,3.831,5.259,1.35,3,8
1,2015-11-03T06:31:14.40Z,45.9955453,10.9051624,1437.776,0.54,-0.12,0.36,3.914,5.326,1.26,3,8
1,2015-11-03T06:31:14.60Z,45.9955457,10.9051631,1437.513,0.47,0.03,0.54,3.998,5.392,1.10,3,8
1,2015-11-03T06:31:14.80Z,45.9955448,10.9051628,1437.316,0.20,-0.21,0.71,4.084,5.459,0.96,3,8
1,2015-11-03T06:31:15.00Z,45.9955443,10.9051627,1437.193,0.10,-0.26,0.77,4.171,5.527,0.95,3,8
1,2015-11-03T06:31:15.20Z,45.9955421,10.9051625,1437.028,-0.45,-0.28,0.79,4.256,5.594,1.02,3,8
1,2015-11-03T06:31:15.40Z,45.9955397,10.9051647,1437.066,-0.80,0.16,0.67,4.339,5.665,1.22,3,8
1,2015-11-03T06:31:15.60Z,45.9955413,10.9051650,1436.909,-0.18,0.22,0.64,4.421,5.735,0.98,3,8
1,2015-11-03T06:31:15.80Z,45.9955397,10.9051654,1436.875,-0.59,0.18,0.55,4.501,5.804,1.21,3,8
1,2015-11-03T06:31:16.00Z,45.9955382,10.9051667,1437.004,-0.52,0.33,0.42,4.551,5.873,1.23,3,8
1,2015-11-03T06:31:16.20Z,45.9955385,10.9051662,1437.245,-0.73,-0.01,0.16,4.508,5.762,1.19,3,7
1,2015-11-03T06:31:16.60Z,45.9955395,10.9051718,1437.995,-0.32,-0.19,0.02,4.382,5.704,0.85,3,8
1,2015-11-03T06:31:17.00Z,45.9955415,10.9051732,1438.131,0.09,-0.19,0.02,4.311,5.590,1.26,3,8
1,2015-11-03T06:31:17.20Z,45.9955433,10.9051765,1438.397,0.12,-0.07,0.01,4.143,5.311,1.21,3,8
1,2015-11-03T06:31:17.40Z,45.9955453,10.9051771,1438.475,0.15,-0.11,-0.01,4.030,5.118,1.22,3,8
1,2015-11-03T06:31:17.60Z,45.9955466,10.9051773,1438.475,0.11,-0.22,0.03,3.932,4.965,1.19,3,8
1,2015-11-03T06:31:17.80Z,45.9955475,10.9051775,1438.486,0.10,-0.18,0.06,3.852,4.846,1.16,3,8
1,2015-11-03T06:31:18.00Z,45.9955477,10.9051784,1438.556,0.15,-0.09,0.09,3.785,4.750,1.06,3,8
1,2015-11-03T06:31:18.20Z,45.9955481,10.9051779,1438.592,0.08,-0.12,0.07,3.728,4.670,1.10,3,8
1,2015-11-03T06:31:18.40Z,45.9955485,10.9051783,1438.742,0.19,-0.16,0.06,3.732,4.688,1.15,3,7
1,2015-11-03T06:31:18.60Z,45.9955491,10.9051793,1438.809,0.25,0.02,0.04,3.756,4.729,1.06,3,7
1,2015-11-03T06:31:18.80Z,45.9955495,10.9051807,1438.697,0.20,-0.06,0.09,3.726,4.753,0.94,3,7
1,2015-11-03T06:31:19.00Z,45.9955505,10.9051813,1438.616,0.19,-0.06,0.13,3.672,4.754,0.89,3,8
1,2015-11-03T06:31:19.20Z,45.9955519,10.9051816,1438.586,0.36,0.01,0.12,3.632,4.770,0.88,3,8
1,2015-11-03T06:31:19.40Z,45.9955533,10.9051810,1438.414,0.34,0.00,0.15,3.644,4.805,0.98,3,8
1,2015-11-03T06:31:19.60Z,45.9955548,10.9051803,1438.336,0.36,0.05,0.17,3.668,4.835,1.00,3,8
1,2015-11-03T06:31:19.80Z,45.9955566,10.9051795,1438.281,0.28,0.13,0.14,3.682,4.852,0.95,3,8
1,2015-11-03T06:31:20.00Z,45.9955589,10.9051774,1438.105,0.26,-0.02,0.14,3.676,4.846,0.99,3,8
1,2015-11-03T06:31:20.20Z,45.9955618,10.9051736,1437.346,0.12,-0.19,0.24,3.643,4.799,0.99,3,8
1,2015-11-03T06:31:20.40Z,45.9955630,10.9051718,1436.778,0.00,-0.04,0.30,3.588,4.776,0.81,3,8
1,2015-11-03T06:31:20.60Z,45.9955643,10.9051704,1436.185,-0.02,-0.03,0.33,3.577,4.754,0.80,3,8
1,2015-11-03T06:31:20.80Z,45.9955663,10.9051685,1435.464,0.05,0.00,0.40,3.579,4.734,0.79,3,8
1,2015-11-03T06:31:21.00Z,45.9955671,10.9051670,1435.086,0.03,-0.11,0.42,3.597,4.748,0.84,3,8
1,2015-11-03T06:31:21.20Z,45.9955678,10.9051664,1434.745,-0.01,-0.07,0.44,3.590,4.749,0.81,3,8
1,2015-11-03T06:31:21.40Z,45.9955692,10.9051655,1434.589,0.05,-0.17,0.45,3.533,4.748,0.85,3,8
1,2015-11-03T06:31:21.60Z,45.9955691,10.9051661,1434.544,0.14,-0.45,0.50,3.479,4.755,0.92,3,8
1,2015-11-03T06:31:21.80Z,45.9955705,10.9051665,1434.620,0.28,-0.24,0.48,3.431,4.763,0.87,3,7
1,2015-11-03T06:31:22.00Z,45.9955709,10.9051692,1434.793,0.33,0.07,0.56,3.379,4.680,0.76,3,7
1,2015-11-03T06:31:22.20Z,45.9955721,10.9051697,1434.895,0.30,-0.02,0.53,3.373,4.603,0.81,3,7
1,2015-11-03T06:31:22.80Z,45.9955763,10.9051703,1434.426,0.23,-0.28,0.55,3.336,4.422,0.83,3,8
1,2015-11-03T06:31:23.00Z,45.9955775,10.9051714,1434.522,0.20,-0.12,0.49,3.319,4.368,0.81,3,8
1,2015-11-03T06:31:23.20Z,45.9955777,10.9051732,1434.748,0.06,-0.12,0.44,3.287,4.304,0.78,3,8
1,2015-11-03T06:31:23.40Z,45.9955775,10.9051746,1434.865,-0.03,-0.14,0.43,3.277,4.274,0.78,3,8
1,2015-11-03T06:31:23.60Z,45.9955775,10.9051758,1435.079,0.03,-0.17,0.40,3.277,4.208,0.85,3,8
1,2015-11-03T06:31:23.80Z,45.9955777,10.9051772,1435.110,0.09,-0.09,0.37,3.296,4.207,0.83,3,8
1,2015-11-03T06:31:24.00Z,45.9955774,10.9051790,1435.173,-0.04,-0.14,0.31,3.321,4.219,0.84,3,8
1,2015-11-03T06:31:24.20Z,45.9955774,10.9051798,1435.098,-0.13,-0.28,0.29,3.302,4.161,0.90,3,8
1,2015-11-03T06:31:24.40Z,45.9955772,10.9051822,1435.214,0.05,-0.10,0.29,3.298,4.151,0.84,3,8
1,2015-11-03T06:31:24.60Z,45.9955773,10.9051829,1435.208,0.01,-0.13,0.28,3.317,4.175,0.87,3,8
1,2015-11-03T06:31:24.80Z,45.9955774,10.9051836,1435.191,0.00,-0.13,0.28,3.339,4.204,0.88,3,8
1,2015-11-03T06:31:25.00Z,45.9955781,10.9051852,1435.268,0.14,-0.06,0.27,3.339,4.216,0.87,3,8
1,2015-11-03T06:31:25.20Z,45.9955788,10.9051863,1435.325,0.10,-0.15,0.26,3.339,4.233,0.96,3,8
1,2015-11-03T06:31:25.40Z,45.9955793,10.9051859,1435.232,0.11,-0.15,0.28,3.355,4.272,0.93,3,8
1,2015-11-03T06:31:25.60Z,45.9955804,10.9051852,1435.258,0.13,-0.19,0.25,3.340,4.275,0.99,3,8
1,2015-11-03T06:31:25.80Z,45.9955809,10.9051866,1435.420,0.10,-0.04,0.18,3.292,4.270,0.83,3,8
1,2015-11-03T06:31:26.00Z,45.9955813,10.9051872,1435.487,-0.01,-0.01,0.18,3.247,4.273,0.83,3,8
1,2015-11-03T06:31:26.20Z,45.9955822,10.9051871,1435.506,0.17,0.01,0.17,3.218,4.285,0.77,3,8
1,2015-11-03T06:31:26.40Z,45.9955827,10.9051864,1435.437,0.08,-0.10,0.19,3.230,4.332,0.93,3,8
1,2015-11-03T06:31:26.60Z,45.9955826,10.9051875,1435.473,0.03,-0.03,0.21,3.195,4.358,0.85,3,7
1,2015-11-03T06:31:26.80Z,45.9955834,10.9051868,1435.520,0.00,-0.11,0.17,3.167,4.387,0.92,3,7
1,2015-11-03T06:31:27.00Z,45.9955840,10.9051852,1435.244,0.04,-0.19,0.28,3.139,4.396,0.92,3,8
1,2015-11-03T06:31:27.20Z,45.9955853,10.9051832,1435.052,0.08,-0.05,0.30,3.125,4.416,0.84,3,8
1,2015-11-03T06:31:27.40Z,45.9955864,10.9051816,1434.934,0.20,-0.12,0.29,3.118,4.441,0.90,3,8
1,2015-11-03T06:31:27.60Z,45.9955872,10.9051803,1434.826,0.17,-0.02,0.26,3.115,4.461,0.83,3,8
1,2015-11-03T06:31:27.80Z,45.9955879,10.9051781,1434.592,0.22,-0.07,0.26,3.109,4.468,0.88,3,8
1,2015-11-03T06:31:28.00Z,45.9955884,10.9051751,1434.308,0.16,-0.16,0.28,3.120,4.497,0.95,3,8
1,2015-11-03T06:31:28.20Z,45.9955890,10.9051714,1433.951,0.14,-0.15,0.30,3.120,4.521,0.90,3,8
1,2015-11-03T06:31:28.80Z,45.9955908,10.9051599,1432.992,0.02,-0.20,0.30,3.179,4.630,0.88,3,8
1,2015-11-03T06:31:29.00Z,45.9955916,10.9051568,1432.538,0.15,-0.02,0.34,3.197,4.647,0.84,3,8
1,2015-11-03T06:31:29.20Z,45.9955919,10.9051539,1432.141,0.08,-0.05,0.35,3.177,4.660,0.80,3,8
1,2015-11-03T06:31:29.40Z,45.9955922,10.9051525,1431.838,0.19,-0.09,0.40,3.185,4.685,0.85,3,8
1,2015-11-03T06:31:29.60Z,45.9955925,10.9051514,1431.545,0.22,-0.15,0.39,3.159,4.582,0.86,3,8
1,2015-11-03T06:31:29.80Z,45.9955921,10.9051514,1431.054,0.17,-0.18,0.43,3.153,4.499,0.87,3,8
1,2015-11-03T06:31:30.00Z,45.9955917,10.9051504,1430.618,0.10,-0.24,0.46,3.143,4.402,0.86,3,8
1,2015-11-03T06:31:30.20Z,45.9955914,10.9051500,1430.601,0.12,-0.25,0.44,3.119,4.299,0.89,3,8
1,2015-11-03T06:31:30.40Z,45.9955903,10.9051506,1430.783,0.05,-0.21,0.41,3.113,4.274,0.87,3,8
1,2015-11-03T06:31:30.60Z,45.9955890,10.9051515,1431.018,0.09,-0.24,0.38,3.098,4.171,0.96,3,8
1,2015-11-03T06:31:30.80Z,45.9955891,10.9051515,1431.658,0.16,-0.25,0.32,3.092,4.079,1.06,3,8
1,2015-11-03T06:31:31.00Z,45.9955890,10.9051529,1432.258,0.17,-0.19,0.29,3.028,3.983,0.88,3,8
1,2015-11-03T06:31:31.20Z,45.9955884,10.9051548,1432.489,0.02,-0.15,0.27,2.959,3.923,0.79,3,8
1,2015-11-03T06:31:31.40Z,45.9955882,10.9051559,1432.681,0.03,-0.04,0.25,2.955,3.916,0.75,3,8
1,2015-11-03T06:31:31.60Z,45.9955881,10.9051566,1432.783,0.09,-0.04,0.22,2.968,3.916,0.82,3,8
1,2015-11-03T06:31:31.80Z,45.9955884,10.9051564,1432.866,0.16,-0.17,0.21,3.008,3.926,1.12,3,8
1,2015-11-03T06:31:32.00Z,45.9955885,10.9051562,1432.964,0.21,-0.19,0.21,3.050,3.946,1.15,3,8
1,2015-11-03T06:31:32.20Z,45.9955900,10.9051547,1432.924,0.55,-0.10,0.28,3.073,3.946,1.02,3,8
1,2015-11-03T06:31:32.40Z,45.9955906,10.9051538,1432.752,0.33,-0.28,0.33,3.074,3.912,1.00,3,8
1,2015-11-03T06:31:32.60Z,45.9955910,10.9051534,1432.619,0.09,-0.22,0.32,3.072,3.923,0.89,3,8
1,2015-11-03T06:31:32.80Z,45.9955909,10.9051539,1432.641,0.05,-0.17,0.28,3.065,3.939,0.84,3,8
1,2015-11-03T06:31:33.00Z,45.9955905,10.9051557,1432.737,0.25,-0.07,0.20,3.045,3.919,0.82,3,8
1,2015-11-03T06:31:33.20Z,45.9955906,10.9051569,1432.830,0.31,-0.10,0.19,3.069,3.907,0.96,3,8
1,2015-11-03T06:31:33.40Z,45.9955902,10.9051574,1432.859,0.08,-0.08,0.21,3.095,3.894,0.86,3,8
1,2015-11-03T06:31:33.60Z,45.9955892,10.9051582,1432.735,-0.16,-0.07,0.24,3.122,3.886,0.80,3,8
1,2015-11-03T06:31:33.80Z,45.9955878,10.9051592,1432.760,-0.24,-0.29,0.25,3.109,3.895,0.87,3,8
1,2015-11-03T06:31:34.00Z,45.9955868,10.9051606,1432.817,-0.30,-0.34,0.27,3.093,3.861,0.82,3,8
1,2015-11-03T06:31:34.60Z,45.9955889,10.9051637,1432.747,0.57,0.03,0.17,3.064,3.752,0.85,3,8
1,2015-11-03T06:31:34.80Z,45.9955896,10.9051648,1432.784,0.70,-0.19,0.15,3.059,3.738,0.98,3,8
1,2015-11-03T06:31:35.00Z,45.9955901,10.9051655,1432.745,0.60,-0.18,0.19,3.095,3.761,1.07,3,8
1,2015-11-03T06:31:35.20Z,45.9955893,10.9051669,1432.777,0.19,-0.13,0.13,3.121,3.776,1.01,3,8
1,2015-11-03T06:31:35.40Z,45.9955869,10.9051695,1432.804,-0.02,-0.05,0.11,3.103,3.765,0.79,3,8
1,2015-11-03T06:31:35.60Z,45.9955851,10.9051700,1432.840,-0.03,-0.04,0.14,3.087,3.757,0.71,3,8
1,2015-11-03T06:31:35.80Z,45.9955847,10.9051681,1432.748,0.01,-0.19,0.13,3.090,3.772,0.96,3,8
1,2015-11-03T06:31:36.00Z,45.9955851,10.9051669,1432.581,0.03,-0.12,0.16,3.076,3.736,0.93,3,8
1,2015-11-03T06:31:36.20Z,45.9955849,10.9051646,1432.505,0.11,-0.24,0.17,3.082,3.729,1.13,3,8
1,2015-11-03T06:31:36.40Z,45.9955850,10.9051625,1432.365,0.11,-0.24,0.19,3.093,3.727,1.12,3,8
1,2015-11-03T06:31:36.60Z,45.9955856,10.9051591,1432.038,0.11,-0.15,0.28,3.088,3.705,0.93,3,8
1,2015-11-03T06:31:36.80Z,45.9955850,10.9051565,1431.871,0.05,-0.22,0.30,3.062,3.687,0.88,3,8
1,2015-11-03T06:31:37.00Z,45.9955840,10.9051547,1431.685,0.01,-0.26,0.34,3.031,3.674,0.86,3,8
1,2015-11-03T06:31:37.20Z,45.9955848,10.9051514,1431.501,0.13,-0.21,0.34,3.012,3.692,0.82,3,8
1,2015-11-03T06:31:37.40Z,45.9955857,10.9051513,1431.480,0.23,-0.16,0.35,3.010,3.697,0.87,3,8
1,2015-11-03T06:31:37.60Z,45.9955860,10.9051522,1431.538,0.12,-0.12,0.35,3.009,3.697,0.84,3,8
1,2015-11-03T06:31:37.80Z,45.9955863,10.9051537,1431.632,0.13,-0.04,0.31,2.998,3.678,0.77,3,8
1,2015-11-03T06:31:38.00Z,45.9955868,10.9051552,1431.639,0.15,0.05,0.30,2.992,3.676,0.72,3,8
1,2015-11-03T06:31:38.20Z,45.9955864,10.9051561,1431.771,0.05,-0.09,0.28,2.980,3.676,0.80,3,8
1,2015-11-03T06:31:38.40Z,45.9955866,10.9051554,1431.892,0.07,-0.14,0.23,2.978,3.688,0.88,3,8
1,2015-11-03T06:31:38.60Z,45.9955853,10.9051567,1432.023,-0.32,-0.07,0.25,2.993,3.709,0.85,3,8
1,2015-11-03T06:31:38.80Z,45.9955847,10.9051572,1432.560,-0.10,-0.14,0.08,2.960,3.635,0.70,3,8
1,2015-11-03T06:31:39.00Z,45.9955852,10.9051579,1432.887,0.21,-0.04,0.00,2.948,3.585,1.01,3,8
1,2015-11-03T06:31:39.20Z,45.9955852,10.9051588,1433.152,0.23,-0.10,0.00,2.906,3.532,1.04,3,8
1,2015-11-03T06:31:39.40Z,45.9955827,10.9051616,1433.674,-0.08,0.01,-0.03,2.851,3.465,0.89,3,8
1,2015-11-03T06:31:39.60Z,45.9955821,10.9051622,1433.889,-0.05,0.01,-0.03,2.830,3.426,0.90,3,8
1,2015-11-03T06:31:39.80Z,45.9955825,10.9051619,1433.862,-0.01,-0.01,-0.02,2.819,3.405,0.64,3,8
1,2015-11-03T06:31:40.20Z,45.9955823,10.9051635,1434.107,0.00,-0.24,-0.08,2.831,3.382,0.87,3,8
1,2015-11-03T06:31:40.60Z,45.9955827,10.9051635,1434.051,0.06,-0.11,-0.04,2.870,3.397,1.11,3,8
1,2015-11-03T06:31:40.80Z,45.9955819,10.9051644,1434.128,0.05,-0.06,-0.01,2.882,3.397,1.14,3,8
1,2015-11-03T06:31:41.00Z,45.9955813,10.9051651,1434.158,-0.01,-0.03,-0.01,2.893,3.400,0.92,3,8
1,2015-11-03T06:31:41.20Z,45.9955808,10.9051653,1434.164,-0.04,0.00,0.02,2.903,3.420,0.91,3,8
1,2015-11-03T06:31:41.40Z,45.9955801,10.9051659,1434.203,-0.05,0.07,0.03,2.920,3.446,1.05,3,8
1,2015-11-03T06:31:41.60Z,45.9955771,10.9051686,1434.585,-0.01,0.18,0.06,2.909,3.432,0.96,3,8
1,2015-11-03T06:31:41.80Z,45.9955767,10.9051699,1434.589,-0.03,0.11,0.08,2.916,3.458,0.89,3,8
1,2015-11-03T06:31:42.00Z,45.9955773,10.9051706,1434.558,0.08,0.13,0.08,2.898,3.462,0.82,3,8
1,2015-11-03T06:31:42.20Z,45.9955772,10.9051716,1434.593,0.03,0.14,0.06,2.895,3.469,0.90,3,8
1,2015-11-03T06:31:42.40Z,45.9955766,10.9051735,1434.616,0.03,-0.06,0.08,2.869,3.471,0.83,3,8
1,2015-11-03T06:31:42.60Z,45.9955762,10.9051753,1434.782,0.03,-0.03,0.04,2.857,3.480,0.88,3,8
1,2015-11-03T06:31:42.80Z,45.9955754,10.9051768,1434.902,0.07,-0.01,0.05,2.871,3.500,0.91,3,8
1,2015-11-03T06:31:43.00Z,45.9955743,10.9051783,1435.052,0.02,0.01,0.04,2.903,3.532,0.78,3,8
1,2015-11-03T06:31:43.20Z,45.9955739,10.9051803,1435.191,0.04,0.05,0.04,2.896,3.535,0.82,3,8
1,2015-11-03T06:31:43.40Z,45.9955738,10.9051824,1435.420,0.08,-0.05,0.02,2.858,3.514,0.95,3,8
1,2015-11-03T06:31:43.60Z,45.9955739,10.9051846,1435.605,0.07,0.03,0.00,2.841,3.516,0.84,3,8
1,2015-11-03T06:31:43.80Z,45.9955746,10.9051827,1435.560,-0.08,-0.04,-0.02,2.809,3.516,0.79,3,8
1,2015-11-03T06:31:44.00Z,45.9955751,10.9051847,1435.830,0.03,-0.02,-0.07,2.808,3.524,0.79,3,8
1,2015-11-03T06:31:44.20Z,45.9955756,10.9051849,1435.816,0.06,0.01,-0.06,2.808,3.524,0.83,3,8
1,2015-11-03T06:31:44.40Z,45.9955758,10.9051830,1435.620,-0.02,-0.06,-0.05,2.811,3.529,0.85,3,8
1,2015-11-03T06:31:44.60Z,45.9955755,10.9051832,1435.526,0.00,-0.08,-0.01,2.823,3.543,1.01,3,8
1,2015-11-03T06:31:44.80Z,45.9955751,10.9051829,1435.383,-0.03,-0.08,0.03,2.843,3.559,0.91,3,8
1,2015-11-03T06:31:45.00Z,45.9955748,10.9051830,1435.327,-0.08,-0.08,0.07,2.860,3.562,0.78,3,8
1,2015-11-03T06:31:45.20Z,45.9955747,10.9051823,1435.239,-0.04,-0.13,0.10,2.884,3.574,0.87,3,8
1,2015-11-03T06:31:45.40Z,45.9955746,10.9051821,1435.182,0.02,-0.01,0.13,2.908,3.595,0.73,3,8
1,2015-11-03T06:31:45.60Z,45.9955752,10.9051805,1435.090,0.10,-0.10,0.18,2.917,3.613,0.86,3,8
1,2015-11-03T06:31:45.80Z,45.9955761,10.9051764,1434.830,0.10,-0.05,0.22,2.876,3.593,0.75,3,8
1,2015-11-03T06:31:46.40Z,45.9955774,10.9051681,1434.217,-0.02,-0.16,0.25,2.821,3.580,0.79,3,8
1,2015-11-03T06:31:46.60Z,45.9955777,10.9051653,1433.964,-0.02,-0.16,0.28,2.797,3.549,0.78,3,8
1,2015-11-03T06:31:46.80Z,45.9955781,10.9051624,1433.719,0.01,-0.25,0.31,2.783,3.537,0.82,3,8
1,2015-11-03T06:31:47.00Z,45.9955786,10.9051599,1433.473,0.07,-0.17,0.34,2.766,3.519,0.76,3,8
1,2015-11-03T06:31:47.20Z,45.9955804,10.9051559,1433.240,0.10,-0.20,0.39,2.752,3.504,0.78,3,8
1,2015-11-03T06:31:47.40Z,45.9955815,10.9051527,1433.055,0.12,-0.22,0.39,2.735,3.485,0.78,3,8
1,2015-11-03T06:31:47.60Z,45.9955832,10.9051483,1432.830,0.08,-0.08,0.36,2.712,3.468,0.70,3,8
1,2015-11-03T06:31:47.80Z,45.9955840,10.9051467,1432.619,0.10,-0.24,0.46,2.729,3.487,0.80,3,8
1,2015-11-03T06:31:48.00Z,45.9955850,10.9051446,1432.441,0.21,-0.48,0.52,2.741,3.492,0.93,3,8
1,2015-11-03T06:31:48.20Z,45.9955857,10.9051429,1432.273,0.21,-0.27,0.50,2.750,3.495,0.87,3,8
1,2015-11-03T06:31:48.40Z,45.9955860,10.9051409,1432.049,0.19,-0.16,0.48,2.756,3.493,0.82,3,8
1,2015-11-03T06:31:48.60Z,45.9955859,10.9051406,1432.014,0.10,-0.23,0.47,2.757,3.481,0.83,3,8
1,2015-11-03T06:31:48.80Z,45.9955860,10.9051393,1431.841,0.22,-0.14,0.46,2.767,3.488,0.83,3,8
1,2015-11-03T06:31:49.00Z,45.9955862,10.9051380,1431.714,0.12,-0.19,0.47,2.767,3.484,0.79,3,8
1,2015-11-03T06:31:49.20Z,45.9955863,10.9051371,1431.599,0.09,-0.16,0.50,2.765,3.480,0.75,3,8
1,2015-11-03T06:31:49.40Z,45.9955866,10.9051370,1431.533,0.08,-0.05,0.53,2.774,3.492,0.71,3,8
